Item,Price,Date
"Orange juice, 1 litre",3.93,2012-07-01
"Carrots, 1 kilogram",1.92,2012-07-01
"Mushrooms, 1 kilogram",8.02,2012-07-01
"Onions, 1 kilogram",1.69,2012-07-01
"Potatoes, 4.54 kilograms",5.85,2012-07-01
"French fried potatoes, frozen, 1 kilogram",2.45,2012-07-01
"Baked beans, canned, 398 millilitres",1.23,2012-07-01
"Tomatoes, canned, 796 millilitres",1.58,2012-07-01
"Tomato juice, 1.36 litres",2.41,2012-07-01
"Ketchup, 1 litre",3.29,2012-07-01
"Sugar, white, 2 kilograms",3.15,2012-07-01
"Coffee, roasted, 300 grams",6.09,2012-07-01
"Coffee, instant, 200 grams",6.67,2012-07-01
Tea (72 bags),4.45,2012-07-01
"Cooking or salad oil, 1 litre",4.21,2012-07-01
"Soup, canned, 284 millilitres",1.04,2012-07-01
"Baby food, 128 millilitres",0.85,2012-07-01
"Peanut butter, 500 grams",3.85,2012-07-01
Paper towels (2 rolls),2.57,2012-07-01
Facial tissue (200 tissues),2.24,2012-07-01
Bathroom tissue (4 rolls),2.65,2012-07-01
"Shampoo, 300 millilitres",3.95,2012-07-01
"Deodorant, 60 grams",4.57,2012-07-01
"Toothpaste, 100 millilitres",2.44,2012-07-01
Cigarettes (200),84.64,2012-07-01
,,2012-08-01
"Round steak, 1 kilogram",14.31,2012-08-01
"Sirloin steak, 1 kilogram",17.76,2012-08-01
"Prime rib roast, 1 kilogram",23.74,2012-08-01
"Blade roast, 1 kilogram",11.34,2012-08-01
"Stewing beef, 1 kilogram",11.35,2012-08-01
"Ground beef, 1 kilogram",9.1,2012-08-01
"Pork chops, 1 kilogram",10.81,2012-08-01
"Chicken, 1 kilogram",6.9,2012-08-01
"Bacon, 500 grams",5.14,2012-08-01
"Wieners, 450 grams",3.45,2012-08-01
"Canned salmon, 213 grams",3.69,2012-08-01
"Homogenized milk, 4 litres",,2012-08-01
"Partly skimmed milk, 4 litres",,2012-08-01
"Butter, 454 grams",4.38,2012-08-01
"Processed cheese slices, 250 grams",2.79,2012-08-01
"Evaporated milk, 385 millilitres",1.93,2012-08-01
"Eggs, 1 dozen",3.15,2012-08-01
"Bread, 675 grams",2.76,2012-08-01
"Soda crackers, 450 grams",2.76,2012-08-01
"Macaroni, 500 grams",1.48,2012-08-01
"Flour, 2.5 kilograms",5.38,2012-08-01
"Corn flakes, 675 grams",5.18,2012-08-01
"Apples, 1 kilogram",3.83,2012-08-01
"Bananas, 1 kilogram",1.71,2012-08-01
"Oranges, 1 kilogram",2.91,2012-08-01
"Apple juice, 1.36 litres",2.15,2012-08-01
"Orange juice, 1 litre",3.92,2012-08-01
"Carrots, 1 kilogram",1.71,2012-08-01
"Mushrooms, 1 kilogram",8.22,2012-08-01
"Onions, 1 kilogram",1.77,2012-08-01
"Potatoes, 4.54 kilograms",5.77,2012-08-01
"French fried potatoes, frozen, 1 kilogram",2.47,2012-08-01
"Baked beans, canned, 398 millilitres",1.23,2012-08-01
"Tomatoes, canned, 796 millilitres",1.55,2012-08-01
"Tomato juice, 1.36 litres",2.41,2012-08-01
"Ketchup, 1 litre",3.2,2012-08-01
"Sugar, white, 2 kilograms",3.19,2012-08-01
"Coffee, roasted, 300 grams",5.97,2012-08-01
"Coffee, instant, 200 grams",6.54,2012-08-01
Tea (72 bags),4.41,2012-08-01
"Cooking or salad oil, 1 litre",4.18,2012-08-01
"Soup, canned, 284 millilitres",1.05,2012-08-01
"Baby food, 128 millilitres",0.85,2012-08-01
"Peanut butter, 500 grams",3.9,2012-08-01
Paper towels (2 rolls),2.59,2012-08-01
Facial tissue (200 tissues),2.2,2012-08-01
Bathroom tissue (4 rolls),2.63,2012-08-01
"Shampoo, 300 millilitres",4.22,2012-08-01
"Deodorant, 60 grams",4.71,2012-08-01
"Toothpaste, 100 millilitres",2.63,2012-08-01
Cigarettes (200),84.15,2012-08-01
,,2012-09-01
"Round steak, 1 kilogram",14.2,2012-09-01
"Sirloin steak, 1 kilogram",17.52,2012-09-01
"Prime rib roast, 1 kilogram",24.36,2012-09-01
"Blade roast, 1 kilogram",11.19,2012-09-01
"Stewing beef, 1 kilogram",11.0,2012-09-01
"Ground beef, 1 kilogram",9.02,2012-09-01
"Pork chops, 1 kilogram",10.53,2012-09-01
"Chicken, 1 kilogram",6.95,2012-09-01
"Bacon, 500 grams",5.18,2012-09-01
"Wieners, 450 grams",3.37,2012-09-01
"Canned salmon, 213 grams",3.66,2012-09-01
"Homogenized milk, 4 litres",,2012-09-01
"Partly skimmed milk, 4 litres",,2012-09-01
"Butter, 454 grams",4.35,2012-09-01
"Processed cheese slices, 250 grams",2.82,2012-09-01
"Evaporated milk, 385 millilitres",1.87,2012-09-01
"Eggs, 1 dozen",3.17,2012-09-01
"Bread, 675 grams",2.7,2012-09-01
"Soda crackers, 450 grams",2.68,2012-09-01
"Macaroni, 500 grams",1.46,2012-09-01
"Flour, 2.5 kilograms",5.3,2012-09-01
"Corn flakes, 675 grams",5.05,2012-09-01
"Apples, 1 kilogram",3.84,2012-09-01
"Bananas, 1 kilogram",1.64,2012-09-01
"Oranges, 1 kilogram",2.8,2012-09-01
"Apple juice, 1.36 litres",2.09,2012-09-01
"Orange juice, 1 litre",3.96,2012-09-01
"Carrots, 1 kilogram",1.65,2012-09-01
"Mushrooms, 1 kilogram",7.86,2012-09-01
"Onions, 1 kilogram",1.69,2012-09-01
"Potatoes, 4.54 kilograms",5.3,2012-09-01
"French fried potatoes, frozen, 1 kilogram",2.46,2012-09-01
"Baked beans, canned, 398 millilitres",1.23,2012-09-01
"Tomatoes, canned, 796 millilitres",1.5,2012-09-01
"Tomato juice, 1.36 litres",2.41,2012-09-01
"Ketchup, 1 litre",3.3,2012-09-01
"Sugar, white, 2 kilograms",3.11,2012-09-01
"Coffee, roasted, 300 grams",6.07,2012-09-01
"Coffee, instant, 200 grams",6.57,2012-09-01
Tea (72 bags),4.22,2012-09-01
"Cooking or salad oil, 1 litre",4.13,2012-09-01
"Soup, canned, 284 millilitres",0.99,2012-09-01
"Baby food, 128 millilitres",0.85,2012-09-01
"Peanut butter, 500 grams",3.88,2012-09-01
Paper towels (2 rolls),2.64,2012-09-01
Facial tissue (200 tissues),2.26,2012-09-01
Bathroom tissue (4 rolls),2.66,2012-09-01
"Shampoo, 300 millilitres",3.89,2012-09-01
"Deodorant, 60 grams",4.42,2012-09-01
"Toothpaste, 100 millilitres",2.43,2012-09-01
Cigarettes (200),84.17,2012-09-01
,,2012-10-01
"Round steak, 1 kilogram",14.21,2012-10-01
"Sirloin steak, 1 kilogram",17.39,2012-10-01
"Prime rib roast, 1 kilogram",22.45,2012-10-01
"Blade roast, 1 kilogram",11.31,2012-10-01
"Stewing beef, 1 kilogram",11.08,2012-10-01
"Ground beef, 1 kilogram",9.1,2012-10-01
"Pork chops, 1 kilogram",10.81,2012-10-01
"Chicken, 1 kilogram",7.07,2012-10-01
"Bacon, 500 grams",5.17,2012-10-01
"Wieners, 450 grams",3.56,2012-10-01
"Canned salmon, 213 grams",3.79,2012-10-01
"Homogenized milk, 4 litres",,2012-10-01
"Partly skimmed milk, 4 litres",,2012-10-01
"Butter, 454 grams",4.35,2012-10-01
"Processed cheese slices, 250 grams",2.86,2012-10-01
"Evaporated milk, 385 millilitres",1.83,2012-10-01
"Eggs, 1 dozen",3.21,2012-10-01
"Bread, 675 grams",2.76,2012-10-01
"Soda crackers, 450 grams",2.68,2012-10-01
"Macaroni, 500 grams",1.46,2012-10-01
"Flour, 2.5 kilograms",4.93,2012-10-01
"Corn flakes, 675 grams",5.25,2012-10-01
"Apples, 1 kilogram",3.89,2012-10-01
"Bananas, 1 kilogram",1.7,2012-10-01
"Oranges, 1 kilogram",2.83,2012-10-01
"Apple juice, 1.36 litres",2.16,2012-10-01
"Orange juice, 1 litre",3.86,2012-10-01
"Carrots, 1 kilogram",1.56,2012-10-01
"Mushrooms, 1 kilogram",7.87,2012-10-01
"Onions, 1 kilogram",1.6,2012-10-01
"Potatoes, 4.54 kilograms",5.08,2012-10-01
"French fried potatoes, frozen, 1 kilogram",2.48,2012-10-01
"Baked beans, canned, 398 millilitres",1.22,2012-10-01
"Tomatoes, canned, 796 millilitres",1.49,2012-10-01
"Tomato juice, 1.36 litres",2.31,2012-10-01
"Ketchup, 1 litre",3.28,2012-10-01
"Sugar, white, 2 kilograms",3.07,2012-10-01
"Coffee, roasted, 300 grams",5.89,2012-10-01
"Coffee, instant, 200 grams",6.5,2012-10-01
Tea (72 bags),4.27,2012-10-01
"Cooking or salad oil, 1 litre",4.17,2012-10-01
"Soup, canned, 284 millilitres",1.01,2012-10-01
"Baby food, 128 millilitres",0.85,2012-10-01
"Peanut butter, 500 grams",3.93,2012-10-01
Paper towels (2 rolls),2.65,2012-10-01
Facial tissue (200 tissues),2.26,2012-10-01
Bathroom tissue (4 rolls),2.67,2012-10-01
"Shampoo, 300 millilitres",3.87,2012-10-01
"Deodorant, 60 grams",4.45,2012-10-01
"Toothpaste, 100 millilitres",2.38,2012-10-01
Cigarettes (200),84.09,2012-10-01
,,2012-11-01
"Round steak, 1 kilogram",14.17,2012-11-01
"Sirloin steak, 1 kilogram",16.45,2012-11-01
"Prime rib roast, 1 kilogram",23.6,2012-11-01
"Blade roast, 1 kilogram",11.59,2012-11-01
"Stewing beef, 1 kilogram",10.7,2012-11-01
"Ground beef, 1 kilogram",9.37,2012-11-01
"Pork chops, 1 kilogram",10.71,2012-11-01
"Chicken, 1 kilogram",6.85,2012-11-01
"Bacon, 500 grams",5.1,2012-11-01
"Wieners, 450 grams",3.54,2012-11-01
"Canned salmon, 213 grams",3.73,2012-11-01
"Homogenized milk, 4 litres",,2012-11-01
"Partly skimmed milk, 4 litres",,2012-11-01
"Butter, 454 grams",4.39,2012-11-01
"Processed cheese slices, 250 grams",2.77,2012-11-01
"Evaporated milk, 385 millilitres",1.76,2012-11-01
"Eggs, 1 dozen",3.29,2012-11-01
"Bread, 675 grams",2.77,2012-11-01
"Soda crackers, 450 grams",2.69,2012-11-01
"Macaroni, 500 grams",1.42,2012-11-01
"Flour, 2.5 kilograms",4.96,2012-11-01
"Corn flakes, 675 grams",5.08,2012-11-01
"Apples, 1 kilogram",3.79,2012-11-01
"Bananas, 1 kilogram",1.69,2012-11-01
"Oranges, 1 kilogram",3.04,2012-11-01
"Apple juice, 1.36 litres",2.12,2012-11-01
"Orange juice, 1 litre",3.89,2012-11-01
"Carrots, 1 kilogram",1.59,2012-11-01
"Mushrooms, 1 kilogram",8.17,2012-11-01
"Onions, 1 kilogram",1.54,2012-11-01
"Potatoes, 4.54 kilograms",5.12,2012-11-01
"French fried potatoes, frozen, 1 kilogram",2.49,2012-11-01
"Baked beans, canned, 398 millilitres",1.23,2012-11-01
"Tomatoes, canned, 796 millilitres",1.5,2012-11-01
"Tomato juice, 1.36 litres",2.35,2012-11-01
"Ketchup, 1 litre",3.37,2012-11-01
"Sugar, white, 2 kilograms",3.16,2012-11-01
"Coffee, roasted, 300 grams",6.05,2012-11-01
"Coffee, instant, 200 grams",6.52,2012-11-01
Tea (72 bags),4.35,2012-11-01
"Cooking or salad oil, 1 litre",4.09,2012-11-01
"Soup, canned, 284 millilitres",1.05,2012-11-01
"Baby food, 128 millilitres",0.84,2012-11-01
"Peanut butter, 500 grams",3.94,2012-11-01
Paper towels (2 rolls),2.65,2012-11-01
Facial tissue (200 tissues),2.29,2012-11-01
Bathroom tissue (4 rolls),2.64,2012-11-01
"Shampoo, 300 millilitres",3.89,2012-11-01
"Deodorant, 60 grams",4.46,2012-11-01
"Toothpaste, 100 millilitres",2.44,2012-11-01
Cigarettes (200),84.39,2012-11-01
,,2012-12-01
"Round steak, 1 kilogram",14.03,2012-12-01
"Sirloin steak, 1 kilogram",17.23,2012-12-01
"Prime rib roast, 1 kilogram",24.31,2012-12-01
"Blade roast, 1 kilogram",11.54,2012-12-01
"Stewing beef, 1 kilogram",10.91,2012-12-01
"Ground beef, 1 kilogram",9.25,2012-12-01
"Pork chops, 1 kilogram",10.75,2012-12-01
"Chicken, 1 kilogram",6.88,2012-12-01
"Bacon, 500 grams",5.11,2012-12-01
"Wieners, 450 grams",3.62,2012-12-01
"Canned salmon, 213 grams",3.73,2012-12-01
"Homogenized milk, 4 litres",,2012-12-01
"Partly skimmed milk, 4 litres",,2012-12-01
"Butter, 454 grams",4.29,2012-12-01
"Processed cheese slices, 250 grams",2.83,2012-12-01
"Evaporated milk, 385 millilitres",1.83,2012-12-01
"Eggs, 1 dozen",3.25,2012-12-01
"Bread, 675 grams",2.8,2012-12-01
"Soda crackers, 450 grams",2.69,2012-12-01
"Macaroni, 500 grams",1.45,2012-12-01
"Flour, 2.5 kilograms",4.87,2012-12-01
"Corn flakes, 675 grams",4.95,2012-12-01
"Apples, 1 kilogram",3.65,2012-12-01
"Bananas, 1 kilogram",1.7,2012-12-01
"Oranges, 1 kilogram",3.0,2012-12-01
"Apple juice, 1.36 litres",2.15,2012-12-01
"Orange juice, 1 litre",3.96,2012-12-01
"Carrots, 1 kilogram",1.58,2012-12-01
"Mushrooms, 1 kilogram",7.74,2012-12-01
"Onions, 1 kilogram",1.49,2012-12-01
"Potatoes, 4.54 kilograms",4.87,2012-12-01
"French fried potatoes, frozen, 1 kilogram",2.49,2012-12-01
"Baked beans, canned, 398 millilitres",1.23,2012-12-01
"Tomatoes, canned, 796 millilitres",1.53,2012-12-01
"Tomato juice, 1.36 litres",2.34,2012-12-01
"Ketchup, 1 litre",3.26,2012-12-01
"Sugar, white, 2 kilograms",3.0,2012-12-01
"Coffee, roasted, 300 grams",5.96,2012-12-01
"Coffee, instant, 200 grams",6.49,2012-12-01
Tea (72 bags),4.32,2012-12-01
"Cooking or salad oil, 1 litre",4.11,2012-12-01
"Soup, canned, 284 millilitres",1.06,2012-12-01
"Baby food, 128 millilitres",0.82,2012-12-01
"Peanut butter, 500 grams",3.92,2012-12-01
Paper towels (2 rolls),2.62,2012-12-01
Facial tissue (200 tissues),2.31,2012-12-01
Bathroom tissue (4 rolls),2.59,2012-12-01
"Shampoo, 300 millilitres",3.82,2012-12-01
"Deodorant, 60 grams",4.42,2012-12-01
"Toothpaste, 100 millilitres",2.47,2012-12-01
Cigarettes (200),85.01,2012-12-01
,,2013-01-01
"Round steak, 1 kilogram",14.19,2013-01-01
"Sirloin steak, 1 kilogram",17.71,2013-01-01
"Prime rib roast, 1 kilogram",23.13,2013-01-01
"Blade roast, 1 kilogram",11.59,2013-01-01
"Stewing beef, 1 kilogram",10.76,2013-01-01
"Ground beef, 1 kilogram",9.06,2013-01-01
"Pork chops, 1 kilogram",10.55,2013-01-01
"Chicken, 1 kilogram",7.21,2013-01-01
"Bacon, 500 grams",4.99,2013-01-01
"Wieners, 450 grams",3.56,2013-01-01
"Canned salmon, 213 grams",3.79,2013-01-01
"Homogenized milk, 4 litres",,2013-01-01
"Partly skimmed milk, 4 litres",,2013-01-01
"Butter, 454 grams",4.37,2013-01-01
"Processed cheese slices, 250 grams",2.71,2013-01-01
"Evaporated milk, 385 millilitres",1.9,2013-01-01
"Eggs, 1 dozen",3.25,2013-01-01
"Bread, 675 grams",2.8,2013-01-01
"Soda crackers, 450 grams",2.63,2013-01-01
"Macaroni, 500 grams",1.42,2013-01-01
"Flour, 2.5 kilograms",5.25,2013-01-01
"Corn flakes, 675 grams",5.0,2013-01-01
"Apples, 1 kilogram",3.83,2013-01-01
"Bananas, 1 kilogram",1.67,2013-01-01
"Oranges, 1 kilogram",2.71,2013-01-01
"Apple juice, 1.36 litres",2.1,2013-01-01
"Orange juice, 1 litre",4.05,2013-01-01
"Carrots, 1 kilogram",1.56,2013-01-01
"Mushrooms, 1 kilogram",7.62,2013-01-01
"Onions, 1 kilogram",1.52,2013-01-01
"Potatoes, 4.54 kilograms",5.29,2013-01-01
"French fried potatoes, frozen, 1 kilogram",2.45,2013-01-01
"Baked beans, canned, 398 millilitres",1.24,2013-01-01
"Tomatoes, canned, 796 millilitres",1.46,2013-01-01
"Tomato juice, 1.36 litres",2.37,2013-01-01
"Ketchup, 1 litre",3.39,2013-01-01
"Sugar, white, 2 kilograms",3.16,2013-01-01
"Coffee, roasted, 300 grams",5.89,2013-01-01
"Coffee, instant, 200 grams",6.59,2013-01-01
Tea (72 bags),4.32,2013-01-01
"Cooking or salad oil, 1 litre",4.07,2013-01-01
"Soup, canned, 284 millilitres",1.04,2013-01-01
"Baby food, 128 millilitres",0.85,2013-01-01
"Peanut butter, 500 grams",3.87,2013-01-01
Paper towels (2 rolls),2.63,2013-01-01
Facial tissue (200 tissues),2.24,2013-01-01
Bathroom tissue (4 rolls),2.57,2013-01-01
"Shampoo, 300 millilitres",3.82,2013-01-01
"Deodorant, 60 grams",4.49,2013-01-01
"Toothpaste, 100 millilitres",2.44,2013-01-01
Cigarettes (200),85.22,2013-01-01
,,2013-02-01
"Round steak, 1 kilogram",14.37,2013-02-01
"Sirloin steak, 1 kilogram",18.07,2013-02-01
"Prime rib roast, 1 kilogram",23.51,2013-02-01
"Blade roast, 1 kilogram",11.97,2013-02-01
"Stewing beef, 1 kilogram",10.9,2013-02-01
"Ground beef, 1 kilogram",9.51,2013-02-01
"Pork chops, 1 kilogram",10.62,2013-02-01
"Chicken, 1 kilogram",6.93,2013-02-01
"Bacon, 500 grams",5.1,2013-02-01
"Wieners, 450 grams",3.65,2013-02-01
"Canned salmon, 213 grams",3.76,2013-02-01
"Homogenized milk, 4 litres",,2013-02-01
"Partly skimmed milk, 4 litres",,2013-02-01
"Butter, 454 grams",4.36,2013-02-01
"Processed cheese slices, 250 grams",2.77,2013-02-01
"Evaporated milk, 385 millilitres",1.87,2013-02-01
"Eggs, 1 dozen",3.25,2013-02-01
"Bread, 675 grams",2.85,2013-02-01
"Soda crackers, 450 grams",2.64,2013-02-01
"Macaroni, 500 grams",1.4,2013-02-01
"Flour, 2.5 kilograms",5.07,2013-02-01
"Corn flakes, 675 grams",5.02,2013-02-01
"Apples, 1 kilogram",3.72,2013-02-01
"Bananas, 1 kilogram",1.7,2013-02-01
"Oranges, 1 kilogram",2.54,2013-02-01
"Apple juice, 1.36 litres",2.1,2013-02-01
"Orange juice, 1 litre",4.08,2013-02-01
"Carrots, 1 kilogram",1.69,2013-02-01
"Mushrooms, 1 kilogram",7.98,2013-02-01
"Onions, 1 kilogram",1.77,2013-02-01
"Potatoes, 4.54 kilograms",5.2,2013-02-01
"French fried potatoes, frozen, 1 kilogram",2.44,2013-02-01
"Baked beans, canned, 398 millilitres",1.23,2013-02-01
"Tomatoes, canned, 796 millilitres",1.51,2013-02-01
"Tomato juice, 1.36 litres",2.35,2013-02-01
"Ketchup, 1 litre",3.42,2013-02-01
"Sugar, white, 2 kilograms",3.05,2013-02-01
"Coffee, roasted, 300 grams",5.99,2013-02-01
"Coffee, instant, 200 grams",6.53,2013-02-01
Tea (72 bags),4.34,2013-02-01
"Cooking or salad oil, 1 litre",4.06,2013-02-01
"Soup, canned, 284 millilitres",0.99,2013-02-01
"Baby food, 128 millilitres",0.84,2013-02-01
"Peanut butter, 500 grams",3.81,2013-02-01
Paper towels (2 rolls),2.63,2013-02-01
Facial tissue (200 tissues),2.26,2013-02-01
Bathroom tissue (4 rolls),2.52,2013-02-01
"Shampoo, 300 millilitres",3.82,2013-02-01
"Deodorant, 60 grams",4.49,2013-02-01
"Toothpaste, 100 millilitres",2.47,2013-02-01
Cigarettes (200),85.26,2013-02-01
,,2013-03-01
"Round steak, 1 kilogram",14.29,2013-03-01
"Sirloin steak, 1 kilogram",17.69,2013-03-01
"Prime rib roast, 1 kilogram",23.89,2013-03-01
"Blade roast, 1 kilogram",11.82,2013-03-01
"Stewing beef, 1 kilogram",11.1,2013-03-01
"Ground beef, 1 kilogram",9.43,2013-03-01
"Pork chops, 1 kilogram",10.75,2013-03-01
"Chicken, 1 kilogram",7.17,2013-03-01
"Bacon, 500 grams",5.19,2013-03-01
"Wieners, 450 grams",3.51,2013-03-01
"Canned salmon, 213 grams",3.77,2013-03-01
"Homogenized milk, 4 litres",,2013-03-01
"Partly skimmed milk, 4 litres",,2013-03-01
"Butter, 454 grams",4.38,2013-03-01
"Processed cheese slices, 250 grams",2.81,2013-03-01
"Evaporated milk, 385 millilitres",1.79,2013-03-01
"Eggs, 1 dozen",3.23,2013-03-01
"Bread, 675 grams",2.88,2013-03-01
"Soda crackers, 450 grams",2.65,2013-03-01
"Macaroni, 500 grams",1.42,2013-03-01
"Flour, 2.5 kilograms",4.89,2013-03-01
"Corn flakes, 675 grams",4.92,2013-03-01
"Apples, 1 kilogram",3.85,2013-03-01
"Bananas, 1 kilogram",1.71,2013-03-01
"Oranges, 1 kilogram",2.54,2013-03-01
"Apple juice, 1.36 litres",2.11,2013-03-01
"Orange juice, 1 litre",3.96,2013-03-01
"Carrots, 1 kilogram",1.74,2013-03-01
"Mushrooms, 1 kilogram",7.88,2013-03-01
"Onions, 1 kilogram",1.83,2013-03-01
"Potatoes, 4.54 kilograms",4.8,2013-03-01
"French fried potatoes, frozen, 1 kilogram",2.44,2013-03-01
"Baked beans, canned, 398 millilitres",1.18,2013-03-01
"Tomatoes, canned, 796 millilitres",1.51,2013-03-01
"Tomato juice, 1.36 litres",2.38,2013-03-01
"Ketchup, 1 litre",3.3,2013-03-01
"Sugar, white, 2 kilograms",3.0,2013-03-01
"Coffee, roasted, 300 grams",5.99,2013-03-01
"Coffee, instant, 200 grams",6.66,2013-03-01
Tea (72 bags),4.34,2013-03-01
"Cooking or salad oil, 1 litre",4.07,2013-03-01
"Soup, canned, 284 millilitres",1.0,2013-03-01
"Baby food, 128 millilitres",0.83,2013-03-01
"Peanut butter, 500 grams",3.69,2013-03-01
Paper towels (2 rolls),2.66,2013-03-01
Facial tissue (200 tissues),2.26,2013-03-01
Bathroom tissue (4 rolls),2.6,2013-03-01
"Shampoo, 300 millilitres",3.8,2013-03-01
"Deodorant, 60 grams",4.4,2013-03-01
"Toothpaste, 100 millilitres",2.4,2013-03-01
Cigarettes (200),85.75,2013-03-01
,,2013-04-01
"Round steak, 1 kilogram",14.3,2013-04-01
"Sirloin steak, 1 kilogram",17.96,2013-04-01
"Prime rib roast, 1 kilogram",22.75,2013-04-01
"Blade roast, 1 kilogram",12.14,2013-04-01
"Stewing beef, 1 kilogram",11.21,2013-04-01
"Ground beef, 1 kilogram",9.39,2013-04-01
"Pork chops, 1 kilogram",10.42,2013-04-01
"Chicken, 1 kilogram",7.16,2013-04-01
"Bacon, 500 grams",5.26,2013-04-01
"Wieners, 450 grams",3.59,2013-04-01
"Canned salmon, 213 grams",3.75,2013-04-01
"Homogenized milk, 4 litres",,2013-04-01
"Partly skimmed milk, 4 litres",,2013-04-01
"Butter, 454 grams",4.31,2013-04-01
"Processed cheese slices, 250 grams",2.81,2013-04-01
"Evaporated milk, 385 millilitres",1.88,2013-04-01
"Eggs, 1 dozen",3.22,2013-04-01
"Bread, 675 grams",2.87,2013-04-01
"Soda crackers, 450 grams",2.7,2013-04-01
"Macaroni, 500 grams",1.43,2013-04-01
"Flour, 2.5 kilograms",4.92,2013-04-01
"Corn flakes, 675 grams",5.13,2013-04-01
"Apples, 1 kilogram",3.77,2013-04-01
"Bananas, 1 kilogram",1.69,2013-04-01
"Oranges, 1 kilogram",2.62,2013-04-01
"Apple juice, 1.36 litres",2.15,2013-04-01
"Orange juice, 1 litre",3.88,2013-04-01
"Carrots, 1 kilogram",1.78,2013-04-01
"Mushrooms, 1 kilogram",7.66,2013-04-01
"Onions, 1 kilogram",1.86,2013-04-01
"Potatoes, 4.54 kilograms",4.9,2013-04-01
"French fried potatoes, frozen, 1 kilogram",2.42,2013-04-01
"Baked beans, canned, 398 millilitres",1.2,2013-04-01
"Tomatoes, canned, 796 millilitres",1.49,2013-04-01
"Tomato juice, 1.36 litres",2.33,2013-04-01
"Ketchup, 1 litre",3.31,2013-04-01
"Sugar, white, 2 kilograms",3.14,2013-04-01
"Coffee, roasted, 300 grams",5.88,2013-04-01
"Coffee, instant, 200 grams",6.6,2013-04-01
Tea (72 bags),4.4,2013-04-01
"Cooking or salad oil, 1 litre",4.12,2013-04-01
"Soup, canned, 284 millilitres",0.99,2013-04-01
"Baby food, 128 millilitres",0.84,2013-04-01
"Peanut butter, 500 grams",3.68,2013-04-01
Paper towels (2 rolls),2.69,2013-04-01
Facial tissue (200 tissues),2.27,2013-04-01
Bathroom tissue (4 rolls),2.65,2013-04-01
"Shampoo, 300 millilitres",3.86,2013-04-01
"Deodorant, 60 grams",4.46,2013-04-01
"Toothpaste, 100 millilitres",2.42,2013-04-01
Cigarettes (200),85.8,2013-04-01
,,2013-05-01
"Round steak, 1 kilogram",14.38,2013-05-01
"Sirloin steak, 1 kilogram",16.81,2013-05-01
"Prime rib roast, 1 kilogram",22.57,2013-05-01
"Blade roast, 1 kilogram",12.22,2013-05-01
"Stewing beef, 1 kilogram",11.57,2013-05-01
"Ground beef, 1 kilogram",9.5,2013-05-01
"Pork chops, 1 kilogram",10.6,2013-05-01
"Chicken, 1 kilogram",7.1,2013-05-01
"Bacon, 500 grams",5.16,2013-05-01
"Wieners, 450 grams",3.48,2013-05-01
"Canned salmon, 213 grams",3.81,2013-05-01
"Homogenized milk, 4 litres",,2013-05-01
"Partly skimmed milk, 4 litres",,2013-05-01
"Butter, 454 grams",4.32,2013-05-01
"Processed cheese slices, 250 grams",2.79,2013-05-01
"Evaporated milk, 385 millilitres",1.93,2013-05-01
"Eggs, 1 dozen",3.29,2013-05-01
"Bread, 675 grams",2.89,2013-05-01
"Soda crackers, 450 grams",2.72,2013-05-01
"Macaroni, 500 grams",1.39,2013-05-01
"Flour, 2.5 kilograms",5.11,2013-05-01
"Corn flakes, 675 grams",4.91,2013-05-01
"Apples, 1 kilogram",3.87,2013-05-01
"Bananas, 1 kilogram",1.64,2013-05-01
"Oranges, 1 kilogram",2.8,2013-05-01
"Apple juice, 1.36 litres",2.15,2013-05-01
"Orange juice, 1 litre",4.01,2013-05-01
"Carrots, 1 kilogram",1.77,2013-05-01
"Mushrooms, 1 kilogram",7.97,2013-05-01
"Onions, 1 kilogram",1.84,2013-05-01
"Potatoes, 4.54 kilograms",4.98,2013-05-01
"French fried potatoes, frozen, 1 kilogram",2.43,2013-05-01
"Baked beans, canned, 398 millilitres",1.21,2013-05-01
"Tomatoes, canned, 796 millilitres",1.54,2013-05-01
"Tomato juice, 1.36 litres",2.46,2013-05-01
"Ketchup, 1 litre",3.29,2013-05-01
